article_title,article_summary,article_url,date_published
Singaporean National Pleads Guilty to Acting in the United States as an Illegal Agent of Chinese Intelligence,"Jun Wei Yeo, also known as Dickson Yeo, entered a plea of guilty today to one count of acting within the United States as an illegal agent of a foreign power without first notifying the Attorney General, in violation of 18 U.S.C. § 951.  Yeo’s plea was entered via videoconference before the Honorable Tanya S. Chutkan in the U.S. District Court for the District of Columbia.",https://www.justice.gov//opa/pr/singaporean-national-pleads-guilty-acting-united-states-illegal-agent-chinese-intelligence,2020-07-24
Former CEO and Founder of Technology Company Charged in Investment Fraud Scheme,"The CEO and co-founder of Trustify Inc. (Trustify), a privately-held technology company founded in 2015 and based in Arlington, Virginia, was charged in an indictment unsealed today for his alleged role in a fraud scheme resulting in millions of dollars of losses to investors.",https://www.justice.gov//opa/pr/former-ceo-and-founder-technology-company-charged-investment-fraud-scheme,2020-07-24
Indivior Solutions Pleads Guilty To Felony Charge And Indivior Entities Agree To Pay $600 Million To Resolve Criminal And Civil Investigations As Part Of DOJ’s Largest Opioid Resolution,"Indivior Solutions today pleaded guilty to a one-count felony information and, together with its parent companies Indivior Inc. and Indivior plc, agreed to pay a total of $600 million to resolve criminal and civil liability associated with the marketing of the opioid-addiction-treatment drug Suboxone.  Together with a $1.4 billion resolution with Indivior’s former parent, Reckitt Benckiser Group PLC (RB Group), announced in 2019, and a plea agreement with Indivior plc’s former CEO, Shaun Thaxter, announced last month, the total resolution relating to the marketing of Suboxone is more than $2",https://www.justice.gov//opa/pr/indivior-solutions-pleads-guilty-felony-charge-and-indivior-entities-agree-pay-600-million,2020-07-24
Owners of Philadelphia Cheesesteak Restaurant Indicted for Tax Evasion,"A federal grand jury in Philadelphia returned an indictment that was unsealed today, charging the owners of a popular cheesesteak restaurant with conspiracy to defraud the IRS, tax evasion, and aiding and assisting in filing false tax returns, announced Principal Deputy Assistant Attorney General Richard E. Zuckerman of the Justice Department’s Tax Division and U.S. Attorney William M. McSwain for the Eastern District of Pennsylvania.",https://www.justice.gov//opa/pr/owners-philadelphia-cheesesteak-restaurant-indicted-tax-evasion,2020-07-24
Six Former NFL Players Charged in Superseding Indictment Alleging Nationwide Fraud on Health Care Benefit Program for Retired NFL Players,Six former National Football League (NFL) players have been charged in a superseding indictment in the Eastern District of Kentucky for their alleged roles in a nationwide fraud on a health care benefit program for retired NFL players.,https://www.justice.gov//opa/pr/six-former-nfl-players-charged-superseding-indictment-alleging-nationwide-fraud-health-care,2020-07-24
Statement of Civil Rights Division Assistant Attorney General Eric Dreiband on the 30th Anniversary of the Americans with Disabilities Act,Assistant Attorney General for the Civil Rights Division Eric Dreiband released the following statement on the 30th anniversary of the Americans with Disabilities Act (ADA):,https://www.justice.gov//opa/pr/statement-civil-rights-division-assistant-attorney-general-eric-dreiband-30th-anniversary,2020-07-24
California Man Charged with Unlawfully Importing Mosaic,A California man was charged today with one count of unlawfully affecting the entry of goods into the United States upon false classification as to quality and value.,https://www.justice.gov//opa/pr/california-man-charged-unlawfully-importing-mosaic,2020-07-24
Arizona Woman Arrested for Attempting to Provide Material Support to Al Qaeda,"John C. Demers, Assistant Attorney General for National Security, Michael Bailey, the U.S. Attorney for the District of Arizona, Jill Sanborn, Assistant Director of the FBI’s Counterterrorism Division, and Sean Kaul, Special Agent in Charge of the FBI Phoenix Field Office, announced that on July 22, 2020, Jill Marie Jones was arrested for attempting to provide material support to al Qaeda, a designated foreign terrorist organization.",https://www.justice.gov//opa/pr/arizona-woman-arrested-attempting-provide-material-support-al-qaeda,2020-07-24
Antitrust Division Announces Agenda For Workshop On Competition In The Licensing Of Public Performance Rights In The Music Industry,"The Department of Justice has released a final agenda for the Antitrust Division’s July 28-29 public workshop on competition in the licensing of public performance rights in the music industry.  The workshop will provide a venue for industry stakeholders to further weigh in on the American Society of Composers, Authors, and Publishers (ASCAP) and Broadcast Music, Inc. (BMI) consent decrees and their implications for antitrust law enforcement and policy as music distribution continues to evolve through technological innovation.",https://www.justice.gov//opa/pr/antitrust-division-announces-agenda-workshop-competition-licensing-public-performance-rights,2020-07-24
Supplier to Puerto Rican Aquarium Business Pleads Guilty to Two Lacey Act Felonies for Illicit Trafficking of Protected Reef Creatures,"A resident of Juncos, Puerto Rico, pleaded guilty today to two felony violations of the Lacey Act for collecting, falsely labeling, and shipping protected marine invertebrate species as part of an effort to subvert Puerto Rican law designed to protect corals and other reef species, the Department of Justice announced.",https://www.justice.gov//opa/pr/supplier-puerto-rican-aquarium-business-pleads-guilty-two-lacey-act-felonies-illicit,2020-07-24
"Former Congressman Charged with Ballot Stuffing, Bribery, and Obstruction","A former U.S. Congressman was charged Tuesday in an indictment unsealed today, with conspiring to violate voting rights by fraudulently stuffing the ballot boxes for specific candidates in the 2014, 2015, and 2016 primary elections, bribery of an election official, falsification of records, voting more than once in federal elections, and obstruction of justice.",https://www.justice.gov//opa/pr/former-congressman-charged-ballot-stuffing-bribery-and-obstruction,2020-07-23
Seven North Carolina Tax Preparers Charged with Fraud,"A federal grand jury in Charlotte, North Carolina returned an indictment yesterday, charging three Charlotte tax preparers with conspiring to defraud the United States, announced Principal Deputy Assistant Attorney General Richard E. Zuckerman of the Justice Department’s Tax Division and First Assistant U.S. Attorney William Stetzer for the Western District of North Carolina.",https://www.justice.gov//opa/pr/seven-north-carolina-tax-preparers-charged-fraud,2020-07-23
Justice Department Settles Immigration-Related Discrimination Claims Against Law Firm and Legal Staffing Agency,"The Department of Justice announced today that it reached a settlement with Arnold & Porter Kaye Scholer LLP (Arnold & Porter), a national law firm, and Law Resources Inc. (Law Resources), a Washington, D.C.-based legal staffing company, resolving claims that the companies engaged in hiring discrimination based on citizenship status.",https://www.justice.gov//opa/pr/justice-department-settles-immigration-related-discrimination-claims-against-law-firm-and,2020-07-23
Justice Department Alleges Excessive Force in Alabama’s Prisons for Men Violates the Constitution,"The Department of Justice’s Civil Rights Division and the U.S. Attorney’s Offices for the Northern, Middle, and Southern Districts of Alabama today concluded that there is reasonable cause to believe that the conditions at Alabama’s prisons for men violate the Eighth Amendment of the Constitution. Specifically, the department concluded that there is reasonable cause to believe that prisoners are subjected to excessive force at the hands of prison staff.",https://www.justice.gov//opa/pr/justice-department-alleges-excessive-force-alabama-s-prisons-men-violates-constitution,2020-07-23
Washington Tech Executive Charged with COVID-Relief Fraud and Money Laundering,"A Washington tech executive was taken into custody today and charged with fraudulently seeking over $5.5 million in Paycheck Protection Program (PPP) loans and laundering the proceeds, announced Acting Assistant Attorney General Brian C. Rabbitt at of the Justice Department’s Criminal Division and U.S. Attorney Brian T. Moran of the U.S. Attorney’s Office for the Western District of Washington.",https://www.justice.gov//opa/pr/washington-tech-executive-charged-covid-relief-fraud-and-money-laundering,2020-07-23
Forsyth Man Sentenced for Attempted Attack on the White House,"Hasher Jallal Taheb, 23, of Cumming, Georgia, has been sentenced to 15 years in prison for attempting an attack upon the White House. Taheb also planned attacks on the Statue of Liberty, Washington Monument, Lincoln Memorial, and a synagogue.",https://www.justice.gov//opa/pr/forsyth-man-sentenced-attempted-attack-white-house,2020-07-23
United States Files Complaint to Forfeit More Than $2.37 Million  From Companies Accused of Laundering Funds to Benefit Sanctioned North Korean Entities,"The United States has filed a complaint to forfeit $2,372,793, announced the Department of Justice.",https://www.justice.gov//opa/pr/united-states-files-complaint-forfeit-more-237-million-companies-accused-laundering-funds,2020-07-23
Researchers Charged with Visa Fraud After Lying About Their Work for China’s People’s Liberation Army,,https://www.justice.gov//opa/pr/researchers-charged-visa-fraud-after-lying-about-their-work-china-s-people-s-liberation-army,2020-07-23
Justice Department Reaches Settlement with Bank of America to Resolve Claims of Disability Discrimination and Compensate Victims,"The Department of Justice and the U.S. Attorney’s Office for the Eastern District of New York today filed a civil complaint and proposed settlement agreement to resolve claims that Bank of America, N.A. (Bank) engaged in a pattern or practice of discrimination on the basis of disability, in violation of the Fair Housing Act.  The settlement agreement is subject to approval by the federal district court.",https://www.justice.gov//opa/pr/justice-department-reaches-settlement-bank-america-resolve-claims-disability-discrimination,2020-07-23
Department Of Justice Issues Business Review Letter To Monoclonal Antibody Manufacturers To Expedite And Increase The Production Of Covid-19 Mab Treatments,"The United States Department of Justice announced today that it will not challenge proposed efforts by Eli Lilly and Company, AbCellera Biologics, Amgen, AstraZeneca, Genentech, and GlaxoSmithKline (together, the Requesting Parties) to share information about manufacturing facilities and other information that could enable them to expedite the production of monoclonal antibody treatments that are determined to be safe and effective to treat COVID-19.",https://www.justice.gov//opa/pr/department-justice-issues-business-review-letter-monoclonal-antibody-manufacturers-expedite,2020-07-23
Sixth Pharmaceutical Company Charged In Ongoing  Criminal Antitrust Investigation,"Taro Pharmaceuticals U.S.A., Inc. (Taro U.S.A.) has been charged for conspiring to fix prices, allocate customers, and rig bids for generic drugs, the Department of Justice announced today.",https://www.justice.gov//opa/pr/sixth-pharmaceutical-company-charged-ongoing-criminal-antitrust-investigation,2020-07-23
President’s Commission on Law Enforcement and the Administration of Justice Concludes with Final Hearings on Respect for Law Enforcement and Rule of Law,,https://www.justice.gov//opa/pr/president-s-commission-law-enforcement-and-administration-justice-concludes-final-hearings,2020-07-23
Attorney General William P. Barr Joins President Donald J. Trump to Announce Expansion of Operation Legend,,https://www.justice.gov//opa/pr/attorney-general-william-p-barr-joins-president-donald-j-trump-announce-expansion-operation,2020-07-22
Wife of U.S. Army Soldier Sentenced to Prison for Obstruction of Justice,"The wife of a U.S. Army soldier was sentenced today to three years in prison, to be followed by one year of supervised release, the maximum statutory sentenced allowed under the law for obstruction of justice, Acting Assistant Attorney General Brian Rabbitt of the Justice Department’s Criminal Division and U.S. Attorney Robert Higdon Jr. of the Eastern District of North Carolina announced.",https://www.justice.gov//opa/pr/wife-us-army-soldier-sentenced-prison-obstruction-justice,2020-07-22
Irish National Sentenced to Prison for Trafficking in Rhinoceros Horns,"An Irish national was sentenced in federal court in Waco, Texas, today to 12 months in prison for conspiracy to violate the Lacey Act in relation to illegal rhinoceros horn trafficking, announced Assistant Attorney General Jeffrey Bossert Clark of the Environment and Natural Resources Division of the Department of Justice.",https://www.justice.gov//opa/pr/irish-national-sentenced-prison-trafficking-rhinoceros-horns,2020-07-22
"Two Chinese Hackers Working with the Ministry of State Security Charged with Global Computer Intrusion Campaign Targeting Intellectual Property and Confidential Business Information, Including COVID-19 Research","A federal grand jury in Spokane, Washington, returned an indictment earlier this month charging two hackers, both nationals and residents of the People’s Republic of China (China), with hacking into the computer systems of hundreds of victim companies, governments, non-governmental organizations, and individual dissidents, clergy, and democratic and human rights activists in the United States and abroad, including Hong Kong and China.  The defendants in some instances acted for their own personal financial gain, and in others for the benefit of the MSS or other Chinese government agencies.",https://www.justice.gov//opa/pr/two-chinese-hackers-working-ministry-state-security-charged-global-computer-intrusion,2020-07-21
Former Acting Administrator of the Drug Enforcement Administration Uttam Dhillon New Interpol Washington Director,"Attorney General William P. Barr announced today Uttam Dhillon will become INTERPOL Washington Director after Wayne Salzgaber returns to the U.S. Department of Homeland Security following his over two-year detail serving as INTERPOL Washington Director, effective August 1.",https://www.justice.gov//opa/pr/former-acting-administrator-drug-enforcement-administration-uttam-dhillon-new-interpol,2020-07-20
Statement by Attorney General William P. Barr on the Killing of Judge Salas’ Son and the Shooting of Her Husband,,https://www.justice.gov//opa/pr/statement-attorney-general-william-p-barr-killing-judge-salas-son-and-shooting-her-husband,2020-07-20
Lebanese National Sentenced to 42 Months in Prison for Illegally Exporting Drone Parts and Technology,"Assistant Attorney General for National Security John C. Demers and U.S. Attorney Erica H. MacDonald for the District of Minnesota today announced the sentencing of Usama Darwich Hamade, 55, to 42 months in prison, for conspiring to illegally export goods and technology in violation of the International Emergency Economic Powers Act (IEEPA), the Export Administration Regulations, the Arms Export Control Act, and the International Traffic in Arms Regulations. The sentence was handed down by Chief Judge John R. Tunheim in U.S. District Court in Minneapolis, Minn.",https://www.justice.gov//opa/pr/lebanese-national-sentenced-42-months-prison-illegally-exporting-drone-parts-and-technology,2020-07-20
Two Alleged Criminals – A Hezbollah Associated Narco-Money Launderer and a Computer Hacker - Extradited from Cyprus to the United States,"A Lebanese national wanted in Florida who is alleged to have conspired to engage in, and actually engaged, in the laundering of drug proceeds through the use of the black market peso exchange in support of Hezbollah’s global criminal-support network and a Cypriot national who is wanted in the Northern District of Georgia and the District of Arizona for cyber intrusion and extortion, were both extradited yesterday from the Republic of Cyprus to the United States.",https://www.justice.gov//opa/pr/two-alleged-criminals-hezbollah-associated-narco-money-launderer-and-computer-hacker,2020-07-18
Ukrainian Men Plead Guilty to Conspiracy and Trafficking of Counterfeit Cancer and Hepatitis Drugs,"Two citizens of Ukraine have admitted they conspired to smuggle and distribute counterfeit cancer and hepatitis drugs into the United States, announced Acting Assistant Attorney General Brian C. Rabbitt and U.S. Attorney Ryan K. Patrick of the Southern District of Texas.",https://www.justice.gov//opa/pr/ukrainian-men-plead-guilty-conspiracy-and-trafficking-counterfeit-cancer-and-hepatitis-drugs,2020-07-17
Department of Justice and Department of Homeland Security Announce Plan to Restart MPP Hearings,"The U.S. Department of Homeland Security (DHS) and the U.S. Department of Justice (DOJ) remain committed to resuming removal hearings for aliens subject to the Migrant Protection Protocols (MPP) as expeditiously as possible.  To lend greater certainty in a fluid COVID-19 environment, DHS has maintained close contact with the Department of State (DOS) and the Government of Mexico (GOM) and worked with DOJ to identify public health criteria to determine when hearings may resume swiftly and safely.",https://www.justice.gov//opa/pr/department-justice-and-department-homeland-security-announce-plan-restart-mpp-hearings,2020-07-17
Presidential Task Force on Missing and Murdered American Indians and Alaska Natives Announces Virtual Consultations,The Presidential Task Force on Missing and Murdered American Indians and Alaska Natives announced 12 Tribal consultations to occur virtually across the United States in the coming months.  American Indians and Alaska Natives experience disproportionately high rates of violence. President Trump has called the crisis of missing and murdered Native Americans “sobering and heartbreaking.”,https://www.justice.gov//opa/pr/presidential-task-force-missing-and-murdered-american-indians-and-alaska-natives-announces-0,2020-07-17
Statement by Department of Justice Spokesperson Kerri Kupec on the Execution of Dustin Lee Honken,Department of Justice Spokesperson Kerri Kupec has issued the following statement:,https://www.justice.gov//opa/pr/statement-department-justice-spokesperson-kerri-kupec-execution-dustin-lee-honken,2020-07-17
Kentucky Man Sentenced for Role in Concealing Hundreds of Thousands of Dollars in Corporate Contributions to U.S. Senate Campaign,"A Kentucky man was sentenced today to 21 months in prison followed by two years of supervised release for his role in orchestrating a multi-year scheme to funnel more than $200,000 in secret, unlawful corporate contributions into a campaign for United States Senate and for causing the concealment of those contributions from the Federal Election Commission (FEC).",https://www.justice.gov//opa/pr/kentucky-man-sentenced-role-concealing-hundreds-thousands-dollars-corporate-contributions-us,2020-07-16
California Man Charged with COVID-Relief Fraud,"A California man was arrested today and charged with fraudulently seeking over $8.5 million in Paycheck Protection Program (PPP) loans, announced Acting Assistant Attorney General Brian C. Rabbitt of the Justice Department’s Criminal Division and U.S. Attorney Nicola T. Hanna of the Central District of California.",https://www.justice.gov//opa/pr/california-man-charged-covid-relief-fraud,2020-07-16
"Essentra Fze Admits to North Korean Sanctions and Fraud Violations, Agrees to Pay Fine","Essentra FZE Company Limited (Essentra FZE), a global supplier of cigarette products that is incorporated in the United Arab Emirates (UAE), has agreed to pay a $665,112 fine and enter into a deferred prosecution agreement with the Justice Department for conspiring to violate the International Emergency Economic Powers Act (IEEPA) and defrauding the United States in connection with evading sanctions on North Korea.",https://www.justice.gov//opa/pr/essentra-fze-admits-north-korean-sanctions-and-fraud-violations-agrees-pay-fine,2020-07-16
Attorney General William P. Barr Announces the Appointment of Prim F. Escalona as Interim U.S. Attorney for the Northern District of Alabama,"Attorney General William P. Barr announced today the appointment of Prim F. Escalona as Interim U.S. Attorney for the Northern District of Alabama, pursuant to 28 U.S.C. § 546.",https://www.justice.gov//opa/pr/attorney-general-william-p-barr-announces-appointment-prim-f-escalona-interim-us-attorney,2020-07-16
Statement by Department of Justice Spokesperson Kerri Kupec on the Execution of Wesley Ira Purkey,,https://www.justice.gov//opa/pr/statement-department-justice-spokesperson-kerri-kupec-execution-wesley-ira-purkey,2020-07-16
Department of Justice Seeks Recovery of Approximately $3.5 Million in Corruption Proceeds Linked to Ex-President of The Gambia,"The Department of Justice filed a civil forfeiture complaint seeking the forfeiture of a Maryland property acquired with approximately $3,500,000 in corruption proceeds by the ex-president of The Gambia, Yahya Jammeh, through a trust set up by his wife, Zineb Jammeh.",https://www.justice.gov//opa/pr/department-justice-seeks-recovery-approximately-35-million-corruption-proceeds-linked-ex,2020-07-15
Former Federal Corrections Officer Sentenced for Lying to Federal Authorities,"A former corrections officer with the Federal Bureau of Prisons (BOP) Federal Correctional Institution in Petersburg, Virginia (FCI-Petersburg), was sentenced Tuesday to 54 months in prison for willfully making false statements to federal agents during a federal criminal civil rights investigation, announced the Department of Justice.",https://www.justice.gov//opa/pr/former-federal-corrections-officer-sentenced-lying-federal-authorities,2020-07-15
The Department of Justice Announces Takedown of Key MS-13 Criminal Leadership,,https://www.justice.gov//opa/pr/department-justice-announces-takedown-key-ms-13-criminal-leadership,2020-07-15
Justice Department Files Civil Action to Shut Down Chicago Area Tax Return Preparer,"The United States has filed a complaint seeking to bar a Chicago area tax return preparer from preparing federal income tax returns for others, the Justice Department announced today.",https://www.justice.gov//opa/pr/justice-department-files-civil-action-shut-down-chicago-area-tax-return-preparer,2020-07-15
Texas Man Charged with COVID Relief Fraud,"A Texas man has been taken into custody on allegations he fraudulently obtained more than $1.1 million in Paycheck Protection Program (PPP) loans, announced Acting Assistant Attorney General Brian C. Rabbitt of the Justice Department’s Criminal Division and U.S. Attorney Ryan K. Patrick for the Southern District of Texas.",https://www.justice.gov//opa/pr/texas-man-charged-covid-relief-fraud-0,2020-07-14
Statement by Attorney General William P. Barr on the Execution of Daniel Lewis Lee,,https://www.justice.gov//opa/pr/statement-attorney-general-william-p-barr-execution-daniel-lewis-lee,2020-07-14
San Antonio Tax Preparer Indicted for False Returns,"A federal grand jury in Waco, Texas, returned an indictment today charging a San Antonio tax preparer with aiding in the preparation of false tax returns, announced Principal Deputy Assistant Attorney General Richard E. Zuckerman of the Justice Department’s Tax Division and U.S. Attorney John F. Bash for the Western District of Texas.",https://www.justice.gov//opa/pr/san-antonio-tax-preparer-indicted-false-returns,2020-07-14
"Washington, D.C. General Contractor Charged with COVID-Relief Fraud","The owner of a residential construction contracting firm based in Washington, D.C. was charged with allegedly submitting fraudulent documents to a bank in connection with applications seeking more than $400,000 in a forgivable Paycheck Protection Program (PPP) loans guaranteed by the Small Business Administration (SBA) under the Coronavirus Aid, Relief, and Economic Security (CARES) Act.",https://www.justice.gov//opa/pr/washington-dc-general-contractor-charged-covid-relief-fraud,2020-07-13
Twenty-Seven Skilled Nursing Facilities Controlled By Longwood Management Corporation To Pay $16.7 Million To Resolve False Claims Act Allegations,"Longwood Management Corporation and 27 affiliated skilled nursing facilities (Longwood) have agreed to resolve allegations that they violated the False Claims Act by submitting false claims to Medicare for rehabilitation therapy services that were not reasonable or necessary, the Department of Justice announced today.  Longwood is headquartered in California and the 27 skilled nursing facilities are also located in California.",https://www.justice.gov//opa/pr/twenty-seven-skilled-nursing-facilities-controlled-longwood-management-corporation-pay-167,2020-07-13
Florida Man Charged with COVID Relief Fraud and Health Care Fraud,"A Florida man was arrested today on allegations that he fraudulently sought several Paycheck Protection Program (PPP) loans, and that he participated in a scheme to defraud Medicare of at least $5.6 million.  It is further alleged that a portion of the PPP loan proceeds were potentially used in furtherance of the Medicare fraud scheme.",https://www.justice.gov//opa/pr/florida-man-charged-covid-relief-fraud-and-health-care-fraud,2020-07-10
Antitrust Division Applauds New International Leniency Guidelines,"The Antitrust Division helped lead the International Competition Network (ICN) initiative on cross-border leniency cooperation to fight international price fixing cartels.  The ICN released the “Guidance on Enhancing Cross-Border Leniency Cooperation,” a year-long effort undertaken by the ICN’s Cartel Working Group.  The guidance document is designed to assist competition agencies around the globe in engaging and cooperating with their international counterparts when dealing with leniency applicants and other cooperating companies in cross-border investigations.",https://www.justice.gov//opa/pr/antitrust-division-applauds-new-international-leniency-guidelines,2020-07-10
"Universal Health Services, Inc. And Related Entities To Pay $122 Million To Settle False Claims Act Allegations Relating To Medically Unnecessary Inpatient Behavioral Health Services And Illegal Kickbacks","Universal Health Services, Inc., UHS of Delaware, Inc.(together, UHS), and Turning Point Care Center, LLC (Turning Point), a UHS facility located in Moultrie, Georgia, have agreed to pay a combined total of $122 million to resolve alleged violations of the False Claims Act for billing for medically unnecessary inpatient behavioral health services, failing to provide adequate and appropriate services, and paying illegal inducements to federal healthcare beneficiaries, the Department of Justice announced today.  UHS owns and provides management and administrative services to nearly 200 acute",https://www.justice.gov//opa/pr/universal-health-services-inc-and-related-entities-pay-122-million-settle-false-claims-act,2020-07-10
Attorney General William P. Barr Announces the Appointment of Richard P. Donoghue as Principal Associate Deputy Attorney General; Designation of Seth D. DuCharme as Acting U.S. Attorney for the Eastern District of New York,,https://www.justice.gov//opa/pr/attorney-general-william-p-barr-announces-appointment-richard-p-donoghue-principal-associate,2020-07-10
Compounding Pharmacy Mogul Pleads Guilty to Conspiracy to Commit Health Care Fraud and Conspiracy to Commit Money Laundering,"A Mississippi businessman pleaded guilty Thursday for his role in a multi-million dollar scheme to defraud TRICARE, the health care benefit program serving U.S. military, veterans, and their respective family members, as well as private health care benefit programs, by paying kickbacks to practitioners and distributors for the prescribing and referring of fraudulent prescriptions for not medically necessary compounded medications that were ultimately dispensed by his pharmacies, as well as for his role in a scheme to launder the proceeds of the fraud scheme.",https://www.justice.gov//opa/pr/compounding-pharmacy-mogul-pleads-guilty-conspiracy-commit-health-care-fraud-and-conspiracy,2020-07-10
Department of Justice Antitrust Division to Host Workshop on Competition in the Licensing of Public Performance Rights in the Music Industry,"The Department of Justice will hold a virtual public workshop on July 28th and 29th, 2020, to discuss competition in the licensing of public performance rights in the music industry.  The workshop will provide a further venue for industry stakeholders to weigh in on the American Society of Composers, Authors, and Publishers (ASCAP) and Broadcast Music, Inc. (BMI) consent decrees and their implications for antitrust law enforcement and policy as we enter the third decade of the 21st Century and as music distribution continues to evolve through technological innovation.",https://www.justice.gov//opa/pr/department-justice-antitrust-division-host-workshop-competition-licensing-public-performance,2020-07-10
President’s Commission on Law Enforcement and the Administration of Justice  Holds Hearing on Trust and Respect for Law Enforcement via Teleconference,,https://www.justice.gov//opa/pr/president-s-commission-law-enforcement-and-administration-justice-holds-hearing-trust-and,2020-07-09
American Contractor Charged as Part of Theft Ring Responsible for Stealing Government Equipment from U.S. Military Base in Afghanistan,"A three-count indictment was returned today in the Eastern District of Virginia, charging an American military contractor for her alleged role in a theft ring on a military installation in Kandahar, Afghanistan.",https://www.justice.gov//opa/pr/american-contractor-charged-part-theft-ring-responsible-stealing-government-equipment-us,2020-07-09
Former CEO of Tennessee Pain Management Company Sentenced for Role in Approximately $4 Million Medicare Kickback Scheme,A Tennessee healthcare executive was sentenced to 42 months in prison followed by one year of supervised release today for his role in an approximately $4 million kickback scheme.,https://www.justice.gov//opa/pr/former-ceo-tennessee-pain-management-company-sentenced-role-approximately-4-million-medicare,2020-07-09
"San Diego, California Man Sentenced To Federal Prison For His Role In Million Dollar Scheme Targeting Thousands Of U.S. Servicemembers And Veterans","A federal judge in San Antonio sentenced 32-year-old Trorice Crawford of San Diego, California, to 46 months in federal prison for his role in an identity-theft and fraud scheme that victimized thousands of U.S. servicemembers and veterans, the Department of Justice announced today.",https://www.justice.gov//opa/pr/san-diego-california-man-sentenced-federal-prison-his-role-million-dollar-scheme-targeting,2020-07-09
Four Former Corrections Officers Sentenced For Violating Inmates Civil Rights,"Four former corrections officers at the Jackson County Detention Center in Kansas City, Missouri, have been sentenced to terms of imprisonment for their roles in violating the constitutional rights of an inmate by beating the inmate without any legal justification.",https://www.justice.gov//opa/pr/four-former-corrections-officers-sentenced-violating-inmates-civil-rights,2020-07-09
Researcher Charged with Illegally Using U.S. Grant Funds to Develop Scientific Expertise for China,"A rheumatology professor and researcher with strong ties to China has been ordered held without bond to face a charge of grant fraud for not disclosing that he was engaged in a sophisticated scheme to use approximately $4.1 million in grants from the National Institutes of Health (NIH) to develop China’s expertise in the areas of rheumatology and immunology.  He is also charged with making false statements about maintaining employment in China at the same time he was employed at universities in the United States, including The Ohio State University.",https://www.justice.gov//opa/pr/researcher-charged-illegally-using-us-grant-funds-develop-scientific-expertise-china,2020-07-09
Texas Man Pleads Guilty to Trafficking Wildlife,"A Texas man pleaded guilty today in federal court in the Western District of Texas on charges of conspiring to traffic thousands of live reptiles, amphibians, and birds, valued in excess of $3.5 million.",https://www.justice.gov//opa/pr/texas-man-pleads-guilty-trafficking-wildlife,2020-07-09
Proposed Settlement with United States and Major Fertilizer Producer will Reduce Acidic Wastewater Generation and Enhance Phosphate Recovery,"The U.S. Environmental Protection Agency (EPA) and the U.S. Department of Justice today announced a settlement with J.R. Simplot Company and its subsidiary, Simplot Phosphates LLC (Simplot), involving Simplot’s Rock Springs, Wyoming, manufacturing facility.",https://www.justice.gov//opa/pr/proposed-settlement-united-states-and-major-fertilizer-producer-will-reduce-acidic-wastewater,2020-07-09
"Oklahoma City Hospital, Management Company, And Physician Group To Pay $72.3 Million To Settle Federal And State False Claims Act Allegations Arising From Improper Payments To Referring Physicians","Oklahoma Center for Orthopaedic and Multi-Specialty Surgery (OCOM), a specialty hospital in Oklahoma City, Oklahoma, its part-owner and management company, USP OKC, Inc. and USP OKC Manager, Inc. (collectively USP), Southwest Orthopaedic Specialists, PLLC (SOS), an Oklahoma City-based physician group, and two SOS physicians, will pay $72.3 million to resolve allegations under the False Claims Act and the Oklahoma Medicaid False Claims Act of improper relationships between OCOM and SOS, resulting in the submission of false claims to the Medicare, Medicaid and TRICARE programs, the Justice",https://www.justice.gov//opa/pr/oklahoma-city-hospital-management-company-and-physician-group-pay-723-million-settle-federal,2020-07-08
American Contractor Pleads Guilty to Stealing Government Equipment on U.S. Military Base in Afghanistan,"An American military contractor pleaded guilty today to his role in a theft ring on a military installation in Kandahar, Afghanistan.",https://www.justice.gov//opa/pr/american-contractor-pleads-guilty-stealing-government-equipment-us-military-base-afghanistan,2020-07-08
U.S. Army Soldier Sentenced to Life in Prison for Aggravated Sexual Assault,"A U.S. Army soldier was sentenced today to life in prison for aggravated sexual assault of a minor, Acting Assistant Attorney General Brian Rabbitt of the Justice Department’s Criminal Division and U.S. Attorney Robert J. Higdon Jr of the Eastern District of North Carolina announced.",https://www.justice.gov//opa/pr/us-army-soldier-sentenced-life-prison-aggravated-sexual-assault,2020-07-08
Kansas Man Sentenced for Killing a Woman on a Cruise Ship,A Kansas man was sentenced today to 12 years in prison for murdering his longtime girlfriend during a cruise from Florida to the Bahamas in January 2018.,https://www.justice.gov//opa/pr/kansas-man-sentenced-killing-woman-cruise-ship,2020-07-08
American Man Charged with Exploiting Children in Laos,An American citizen was arrested and charged yesterday in connection with exploiting teenage boys in Laos.,https://www.justice.gov//opa/pr/american-man-charged-exploiting-children-laos,2020-07-08
"Justice Department Announces Findings of Investigation into Narcotics Bureau of Springfield, Massachusetts Police Department","Following a comprehensive investigation, the Justice Department announced today that it has found reasonable cause to believe the Narcotics Bureau of the Springfield, Massachusetts, Police Department (SPD) engages in a pattern or practice of using excessive force in violation of the Fourth Amendment to the United States Constitution.  The investigation was conducted pursuant to the Violent Crime Control and Law Enforcement Act of 1994 and was announced on April 13, 2018.",https://www.justice.gov//opa/pr/justice-department-announces-findings-investigation-narcotics-bureau-springfield,2020-07-08
Attorney General William P. Barr Announces Launch of Operation Legend,,https://www.justice.gov//opa/pr/attorney-general-william-p-barr-announces-launch-operation-legend,2020-07-08
